,Unnamed: 0,argument,sa_argument,hypothesis,is_fallacy
2330,2330,Many churches that operate in the USA have followers internationally. Examples from these churches abroad show business-like operations.,MSK<0> have followers internationally . Examples from MSK<0> show business - like operations . ,This argument is fallacious.,0.0
1285,1285,Equality of opportunity is not possible to achieve.,Equality of opportunity is not possible to achieve . ,This argument is fallacious.,0.0
2936,2936,"As the human metabolism is mainly designed to digest nuts and fruits, humans do not have any problem living on a vegetarian diet.","As the MSK<0> metabolism is mainly designed to digest nuts and fruits , MSK<0> do not have any problem living on a vegetarian diet . ",This argument is fallacious.,0.0
1359,1359,"Even if some instances of no-platforming turn out to have been illegitimate, that does not delegitimise the entire tactic.","Even if some instances of no - platforming turn out to have been illegitimate , that does not delegitimise the entire tactic . ",This argument is fallacious.,0.0
92,92,"""There exists no self-evident axiom to derive meaning or purpose from."" is a self-evident axiom from which we can derive meaning and purpose.",""" There exists no MSK<0> - MSK<2> to MSK<4> or MSK<5> from . "" is a MSK<0> - MSK<2> from which we can MSK<4> and MSK<5> . ",This argument is fallacious.,0.0
2058,2058,"The voting distribution was highly skewed based on age \(older voters disproportionately voting for leave\), in the eighteen months since the referendum enough younger voters have entered the electorate to change the result.","The MSK<2> distribution was highly skewed based on MSK<1> \ ( MSK<1> MSK<0> disproportionately MSK<2> for leave \ ) , in the MSK<1> months since the referendum enough MSK<1> MSK<0> have entered the MSK<0> to change the result . ",This argument is fallacious.,0.0
569,569,"The timing and the periods of history when these monuments where put in public spaces, as well as the increase in the number of public schools named after some confederate soldiers, shows that the purpose of them is to infringe fear and keep alive the idea that people of color are inferior and should never be treated as equals. There's no historical context when children see them. No one explains them that those men fought for the wrong cause.","The timing and the periods of MSK<3> when these monuments where put in MSK<0> spaces , as well as the increase in the number of MSK<0> schools named after MSK<1> , shows that the purpose of MSK<1> is to infringe fear and keep alive the idea that MSK<2> are inferior and should never be treated as equals . There 's no MSK<3> context when children see MSK<2> . No one explains MSK<2> that MSK<2> fought for the wrong cause . ",This argument is fallacious.,0.0
1603,1603,The simulator would not have the personal awareness of each human being that the classical God has.,The simulator would not have the personal awareness of each human being that the classical God has . ,This argument is fallacious.,0.0
1332,1332,"Considering that numerous studies have shown that some 25% of American women have been sexually assaulted and 65% have been sexually harassed, stats would disagree with the assertion that 'Such scenes don't regularly occur,'","Considering that numerous studies have shown that some MSK<1> % of American women have been MSK<0> assaulted and MSK<1> % have been MSK<0> harassed , stats would disagree with the assertion that ' Such scenes don't regularly occur , ' ",This argument is fallacious.,0.0
1070,1070,"If animals Berkoff, who presented his case in new book, Wild Justice, said: ‘There are cases of dolphins helping humans to escape from sharks, and elephants that have helped antelope escape from enclosures.’\n\nExperiments with rats have shown that they will not take food if they know their actions will cause pain to another rat.\n\nSimilarly, mice react more strongly to pain when they have seen another mouse in pain.\n\n‘The belief that humans have morality and animals don’t is a long-standing assumption, but there is a growing amount of evidence that is showing us that this simply cannot be the case,’ Prof Bekoff told the Sunday Telegraph.) can discern evil, human beings, who have much more advanced cognitive functions, have no excuse for allowing such acts to occur.","If MSK<0> MSK<10> , who presented MSK<1> in new book , Wild Justice , said : MSK<5> There are cases of dolphins MSK<2> MSK<3> to MSK<4> from sharks , and elephants that have MSK<2> antelope MSK<4> from enclosures . MSK<5> \ MSK<6> have shown that MSK<6> will not take food if MSK<6> know MSK<6> actions will cause MSK<7> to another rat . \ MSK<8> \ nSimilarly , MSK<9> react more strongly to MSK<7> when MSK<9> have seen another mouse in MSK<7> . \ MSK<8> \ n‘The belief that MSK<3> have morality and MSK<0> do n’t is a long - standing assumption , but there is a growing amount of evidence that is showing us that this simply can not be MSK<1> , MSK<5> Prof MSK<10> told the Sunday Telegraph . ) can discern evil , MSK<3> beings , who have much more advanced cognitive functions , have no excuse for allowing such acts to occur . ",This argument is fallacious.,0.0
2017,2017,"Humans have the right to treat animals according to their own ends. As such, they have minimal obligations to minimize the suffering of animals.","MSK<0> have the right to treat MSK<1> according to MSK<0> own ends . As such , MSK<0> have minimal obligations to minimize the suffering of MSK<1> . ",This argument is fallacious.,0.0
1114,1114,"Taxes are the involuntary apropriation of a part of an individual's wealth. A theft is the involuntary apropriation of a part of an individual's wealth. Taxes equal theft, and if society legitimates taxes, it is legitimating theft.","MSK<0> are the MSK<2> of MSK<3> . A MSK<4> is the MSK<2> of MSK<3> . MSK<0> equal MSK<4> , and if MSK<5> MSK<6> MSK<0> , MSK<5> is MSK<6> MSK<4> . ",This argument is fallacious.,0.0
1549,1549,"Faith \(in the sense of non-empirical knowledge\) is indistinguishable from a claim of faith. In other words, true faith and false faith both manifest as claims of faith. Therefore, faith claims cannot be used to justify belief over disbelief.","MSK<0> \ ( in the sense of non-empirical knowledge \ ) is indistinguishable from a MSK<1> of MSK<0> . In other words , true MSK<0> and false MSK<0> both manifest as MSK<1> of MSK<0> . Therefore , MSK<0> MSK<1> can not be used to justify MSK<0> over disbelief . ",This argument is fallacious.,0.0
2914,2914,"In some cultures, it is logistically very difficult to follow a meatless diet.","In some cultures , it is logistically very difficult to follow a meatless diet . ",This argument is fallacious.,0.0
