Unnamed: 0,argument,sa_argument,hypothesis,is_fallacy
322,"I know the Professor said that the Bridges of Madison County was smarmy trash and lacked any artistic worth. But I still think he's wrong. After all, it was on the best-seller list for over 100 weeks.

Identify the logical fallacy commited in this argument.","MSK<0> know MSK<1> said that the Bridges of Madison County was smarmy trash and lacked any artistic worth . But MSK<0> still think MSK<1> 's wrong . After all , it was on the best - seller list for over 100 weeks . Identify the logical fallacy commited in this argument . ",This argument is fallacious.,1
806,"“I know that what I experience is real because I can see, hear, smell, touch and taste everything.”","MSK<1> MSK<0> know that what MSK<0> experience is real because MSK<0> can see , hear , smell , touch and taste everything . MSK<1> ",This argument is fallacious.,1
621,"In the court trial deliberations, Juror Seven says, ""There are still eleven of us who think he's guilty. You're alone."" His attempt to use numbers to persuade Eight is:","In the court trial deliberations , Juror Seven says , "" There are still eleven of us who think MSK<0> 's guilty . You 're alone . "" MSK<0> attempt to use numbers to persuade Eight is : ",This argument is fallacious.,1
264,"Mr. Stark's idea for implementing affirmative action in the university's admission process is complete folly. He say's he wants the student body to represent diversity in the community. But that's ridiculous. I suppose this means we'll have to throw out our academic standards while were at it. After all, if we're going to let students into our prestigious institution just because of their gender or the color of their skin, then what's going to happen to our reputation?

Identify the logical fallacy commited in this argument.","MSK<0> idea for implementing affirmative action in the university 's admission process is complete folly . MSK<0> say 's MSK<0> wants the student body to represent diversity in the community . But that 's ridiculous . I suppose MSK<1> means MSK<2> 'll have to throw out MSK<2> academic standards while were at MSK<1> . After all , if MSK<2> 're going to let MSK<3> just because of MSK<3> gender or the color of MSK<3> skin , then what 's going to happen to MSK<2> reputation ? Identify the logical fallacy commited in this argument . ",This argument is fallacious.,1
828,There's no point listening to you. Everybody knows you're just a little do-gooder.,There 's no point listening to MSK<0> . Everybody knows MSK<0> 're just a little do - gooder . ,This argument is fallacious.,1
1397,"""I know the exam is graded based on performance, but you should give me an A. My cat has been sick, my car broke down, and I've had a cold, so it was really hard for me to study!""",""" MSK<0> know the exam is graded based on performance , but you should give MSK<0> an A. MSK<0> cat has been sick , MSK<0> broke down , and MSK<0> 've had a cold , so coref1 was really hard for MSK<0> to study ! "" ",This argument is fallacious.,1
1439,"Without this additional insurance, you could find yourself broke and homeless.","Without this additional insurance , MSK<0> could find MSK<0> broke and homeless . ",This argument is fallacious.,1
1119,"Every time I was my car, it rains. Me washing my car has a definite effect on the weather.","Every time MSK<0> was MSK<0> MSK<1> , it MSK<2> . MSK<0> washing MSK<0> MSK<1> has a definite effect on the MSK<2> . ",This argument is fallacious.,1
832,"""If you do not submit your requirements today, you should drop your classes with Sir Lean.""",""" If MSK<0> do not submit MSK<0> requirements today , MSK<0> should drop MSK<0> classes with Sir Lean . "" ",This argument is fallacious.,1
781,"“Grading this exam on a curve would be the most fair thing to do. After all, classes go more smoothly when the students and the professor are getting along well.”","MSK<0> Grading this exam on a curve would be the most fair thing to do . After all , classes go more smoothly when the students and the professor are getting along well . MSK<0> ",This argument is fallacious.,1
2367,"""How would you know anything about technology? You're too old!""",""" How would MSK<0> know anything about technology ? MSK<0> 're too old ! "" ",This argument is fallacious.,1
1474,argues that a proposition is true because it has not yet been proven false,argues that MSK<0> is true because MSK<0> has not yet been proven false ,This argument is fallacious.,1
1510,"""Everyone wants to be an English teacher.""",""" Everyone wants to be an English teacher . "" ",This argument is fallacious.,1
1327,Not able to defend his position that evolution 'isn't true' Bob says that he knows a scientist who also questions evolution (and presumably isn't a primate).,Not able to defend MSK<0> position that MSK<1> ' isn't true ' MSK<0> says that MSK<0> knows a scientist who also questions MSK<1> ( and presumably isn't a primate ) . ,This argument is fallacious.,1
117,"Mrs. Collier, we can't take a quiz tomorrow! The new season of Game of Thrones premieres tonight!!","Mrs. Collier , we can't take a quiz MSK<0> ! The new season of Game of Thrones premieres MSK<0> !! ",This argument is fallacious.,1
1570,"If you can't prove that Ken had an affair with the nanny, then he's been faithful to his wife.	","If you can't prove that MSK<0> had an affair with the nanny , then MSK<0> 's been faithful to MSK<0> wife . ",This argument is fallacious.,1
48,Our competitors use unhealthy sugar substitutes and artificial sweeteners. But Rev-Up Energy Drink contains one hundred percent real cane sugar to fuel your body better.,Our competitors use unhealthy MSK<0> substitutes and artificial MSK<0> . But Rev - Up Energy Drink contains one hundred percent real cane MSK<0> to fuel your body better . ,This argument is fallacious.,1
303,Senator Randall isn't lying when she says she cares about her constituents—she wouldn't lie to people she cares about.,MSK<0> isn't MSK<1> when MSK<0> says MSK<0> MSK<2> about MSK<0> constituents — MSK<0> wouldn't MSK<1> to people MSK<0> MSK<2> about . ,This argument is fallacious.,1
220,He has smoked cigarettes his entire life and he doesn't have lung cancer. Therefore smoking doesn't cause lung cancer.,MSK<0> has MSK<3> MSK<3> MSK<0> entire life and MSK<0> doesn't have MSK<2> . Therefore MSK<3> doesn't cause MSK<2> . ,This argument is fallacious.,1
2343,"I took a vitamin this morning and now I’m sick, so the vitamin must have made me ill.","MSK<0> took MSK<1> this morning and now MSK<0> ’m sick , so MSK<1> must have made MSK<0> ill . ",This argument is fallacious.,1
1516,All tall people are good basketball players.,All tall people are good basketball players . ,This argument is fallacious.,1
810,"In the United States, one can vote for either Democrats or Republicans.","In the United States , one can vote for either MSK<0> or MSK<0> . ",This argument is fallacious.,1
1161,They are dangerous militants out to destroy our peaceful way of life.,They are dangerous militants out to destroy our peaceful way of life . ,This argument is fallacious.,1
1929,"The time that children are vaccinated and the time they're diagnosed do closely correlate, however, leading upset parents to assign blame to the immunizations, for lack of a better explanation. ","The MSK<0> that MSK<1> are MSK<2> and the MSK<0> MSK<1> 're diagnosed do closely correlate , however , leading upset parents to assign blame to the MSK<2> , for lack of a better explanation . ",This argument is fallacious.,1
1070,"Although we have proven that the moon is not made of spare ribs, we have not proven that its core cannot be filled with them; therefore, the moon’s core is filled with spare ribs.","Although MSK<0> have MSK<1> that MSK<2> is not made of MSK<4> , MSK<0> have not MSK<1> that MSK<2> can not be MSK<5> with them ; therefore , MSK<2> is MSK<5> with MSK<4> . ",This argument is fallacious.,1
757,The mayor argued that we need to reduce funding for the animal shelter in order to balance the budget. Don't vote for someone who doesn't think the government should care about animals.,The mayor argued that we need to reduce funding for the MSK<0> shelter in order to balance the budget . Don't vote for someone who doesn't think the government should care about MSK<0> . ,This argument is fallacious.,1
1323,"The lady in the pink dress is Julia Roberts.
The reporter thinks Julia Roberts drives a Prius.
Therefore, the reporter thinks the lady in the pink dress drives a Prius.","MSK<0> is MSK<1> . MSK<3> MSK<1> MSK<5> . Therefore , MSK<3> MSK<0> in coref3 MSK<5> . ",This argument is fallacious.,1
2085,"I like my steak rare. But I don’t care for aardvark steak, even though it’s the rarest steak in the world.","MSK<0> like MSK<0> MSK<2> . But MSK<0> do n’t care for aardvark MSK<1> , even though coref1 ’s the MSK<2> MSK<1> in the world . ",This argument is fallacious.,1
2257,The United States is the wealthiest nation in the world. So every American is wealthy.,The United States is the MSK<0> nation in the world . So every American is MSK<0> . ,This argument is fallacious.,1
1049,"Since Lucy Sutton became vice president of the parent-teacher association, student performance has declined and teacher morale is down. We on the school board believe that Sutton bears sole responsibility for the downtrend.","Since MSK<0> became vice president of the parent - MSK<1> association , student performance has declined and MSK<1> morale is down . We on the school board believe that MSK<0> bears sole responsibility for the downtrend . ",This argument is fallacious.,1
1150,"Feminism is part of “a socialist, anti-family political movement that encourages women to leave their husbands, kill their children, practice witchcraft, destroy capitalism and become lesbians.” (Statement from Pat Robertson)","Feminism is part of MSK<1> a socialist , anti-family political movement that encourages MSK<0> to leave MSK<0> husbands , kill MSK<0> children , practice witchcraft , destroy capitalism and become lesbians . MSK<1> ( Statement from Pat Robertson ) ",This argument is fallacious.,1
