Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,key,edited,votes,created,text,parent_text,author,relation,score,masked_articles,is_fallacy 
213,213,213,14478.488,1529995860471,,1529995860471,"Between 2014-2017, more than 2.7 lakh crores of loans from Public Sector Banks was written off. In 2017, barely 42000 crores were recovered by PSU banks. The government has not been able to utilise the tools at their disposal \(such as: account closure, Enforcement Directorate, cases against the defaulters, asset seizure\) to deal with these loan issues.",Modi has been combatting corruption and government inefficiency in India.,6785e5e7-5ae0-4a1b-9a9b-2a332c440b82,-1,5.8,"Between MSK<0> - MSK<0> , more than 2.7 lakh MSK<1> of MSK<2> from Public Sector MSK<4> was written off . In MSK<0> , barely 42000 MSK<1> were recovered by PSU MSK<4> . MSK<3> has not been able to utilise the tools at MSK<3> disposal \ ( such as : account closure , Enforcement Directorate , cases against MSK<3> , asset seizure \ ) to deal with these MSK<2> issues . ",0
214,214,214,1634.823,1479938104356,,1479938104356,"Even if people merely end up changing jobs, that requires a degree of flexibility, a higher education and continuous training. A guaranteed income makes people more confident embracing these changes in the job market.","As old jobs are destroyed, new jobs have always been created to take their place. A UBI is not necessary for this.",83dcacbc-f76b-46f0-96b7-90d60b84702a,-1,5.8,"Even if MSK<0> merely end up MSK<1> MSK<2> , that requires a degree of flexibility , a higher education and continuous training . A guaranteed income makes MSK<0> more confident embracing these MSK<1> in the MSK<2> market . ",0
215,215,215,8708.656,1535304642338,,1519827254899,"Throughout England and Wales, relatively high immigration areas have voted overwhelmingly to remain in the EU, whereas the relatively low immigration areas tended to vote leave.",Being part of the EU harms British culture.,c762bea1-ca6e-4fd5-830d-d31bcfd7126a,-1,5.8,"Throughout MSK<2> and MSK<2> , MSK<0> have MSK<1> overwhelmingly to remain in the EU , whereas MSK<0> tended to MSK<1> leave . ",0
216,216,216,14103.192,1526533017047,,1526533017047,"Feminism presupposes particular viewpoints regarding gender and individualism. Even though Islam may/has empowered female believers, because it rejects strict individualism and essentializes aspects of gender to the soul of a person, it can be argued that Islam is not compatible with feminism.",Islam is compatible with feminism.,de15b2e6-bf1c-460b-bb17-967ba560101c,-1,5.8,"MSK<0> presupposes particular viewpoints regarding MSK<1> and MSK<2> . Even though MSK<3> may / has empowered MSK<1> believers , because MSK<3> rejects strict MSK<2> and essentializes aspects of MSK<1> to the soul of a person , MSK<3> can be argued that MSK<3> is not compatible with MSK<0> . ",0
217,217,217,2964.11,1506436368400,,1506436368400,"Reclamar que la independencia posibilitaría y traería dichos beneficios es una falacia, pues no hay evidencia. Pero lo que es más importante, no constituye un argumento legal o legítimo para la independencia. Habría que justificar esa causa-efecto negativa para empezar a plantear dicha afirmación como argumento.",Para facilitar la reforma política y social de España y de Cataluña.,2255d363-ca34-4c11-9602-8d2c1579ea0d,-1,5.8,"Reclamar MSK<0> MSK<2> posibilitaría y traería dichos beneficios es una falacia , pues no hay evidencia . Pero lo MSK<0> es más importante , no constituye un MSK<3> legal o legítimo MSK<4> MSK<2> . Habría MSK<0> justificar esa causa - efecto negativa MSK<4> empezar a plantear dicha afirmación como MSK<3> . ",0
218,218,218,8708.838,1521719137598,,1521719137598,"Damage to the UK economy was advised by both side during the campaign, with different degree of the damage, majority decided that other benefits will overbalance short economy disadvantages.",A hard Brexit will significantly damage the UK economy.,17172d9b-6f17-49e8-a547-b36c08957ffd,-1,5.8,"MSK<0> was advised by both side during the campaign , with different degree of MSK<0> , majority decided that other benefits will overbalance short economy disadvantages . ",0
219,219,219,1570.1371,1507825311872,,1507825311872,"The prevalence of patriarchal societies, the plentiful examples of matriarchal societies and virtual non-existence of egalitarian societies indicates qualitative inequality of the sexes. Qualitative differences negates the notion of the capricious nature of social norms. Even in ostensibly egalitarian societies, character traits diverge to a greater extent than in less-egalitarian societies.","Gender is a social construct because its perception is fluid, and changes among time and societies.",e90e02c6-65da-4c2d-8593-0f5b2055491c,-1,5.8,"The prevalence of patriarchal MSK<0> , the plentiful examples of matriarchal MSK<0> and virtual non-existence of MSK<1> MSK<0> indicates MSK<2> inequality of the sexes . MSK<2> differences negates the notion of the capricious nature of social norms . Even in ostensibly MSK<1> MSK<0> , character traits diverge to a greater extent than in less - MSK<1> MSK<0> . ",0
220,220,220,10293.65,1530651212861,,1527860591388,"Freedom of religion and conscience is a fundamental human right which no ruler, representative or monarch, can abrogate.",There should not be religious exemptions to the law.,f9a107ef-76ef-4a6e-b47a-0d33be9e41a3,-1,5.8,"Freedom of religion and conscience is a fundamental human right which no ruler , representative or monarch , can abrogate . ",0
221,221,221,1570.11,1506900834875,,1506900834875,"Even if it is granted that God created men and women differently, this does not mean that God created the distinction between them, nor that this distinction is mind-independent.","According to three main monotheistic religions' scriptures, God created the man and the woman as different and complementary.",f835e75e-e252-4372-b86f-c4ca983e3749,-1,5.8,"Even if MSK<0> is granted that MSK<2> MSK<3> differently , MSK<0> does not mean that MSK<2> MSK<4> MSK<3> , nor that MSK<4> is mind - independent . ",0
222,222,222,3346.368,1508318954988,,1508318954988,"Polls on the subject do not generally take into account the respondents perception vs reality. A 2013 study for example revealed that despite the gun homicide rate dropping 49% from it's peak in the 1990s, 82% of respondents thought it went up or stayed the same, and only 12% thought it went down.",Polls suggest most American citizens support stricter gun control legislation.,8d7947d6-63f2-4ded-81de-a18ebd1472c0,-1,5.8,"Polls on the subject do not generally take into account the MSK<0> perception vs reality . MSK<1> revealed that despite the gun homicide rate dropping 49 % from MSK<1> 's peak in the 1990s , 82 % of MSK<0> MSK<2> MSK<1> went up or stayed the same , and only 12 % MSK<2> MSK<1> went down . ",0
223,223,223,14103.177,1526232624951,,1526232624951,"Islam, as an organised religion, is antithetical to feminism.",Islam is compatible with feminism.,7069ea83-74ff-4500-98da-6b30c331e9c0,-1,5.6,"MSK<0> , as an organised MSK<0> , is antithetical to feminism . ",0
224,224,224,8708.851,1521844853845,,1521844853845,"Inside or outside of the EU, Britain is still beholden to the same tides of international politics and economics \(which are outside of the control of any one state\) that drive the rules and policies of individual states. As an EU member, Britain wields far more power and authority to deal with trans-national players \(e.g. corporations and their lobbyists, rebel groups, cross-border rogue states etc\) and navigate these tides than if it stands alone.","The supremacy of EU law impinges on Britain's ability to make laws to govern itself; by exiting the EU, Britain can make rules on any area it chooses.",92288d94-121e-4b06-ab2f-b6d007a89a72,-1,5.6,"Inside MSK<0> , MSK<1> is still beholden to MSK<2> . As an MSK<0> member , MSK<1> wields far more power and authority to deal with trans - national players \ ( e.g. corporations and their lobbyists , rebel groups , cross-border rogue states etc \ ) and navigate MSK<2> than if MSK<1> stands alone . ",0
225,225,225,2629.1521,1509076009525,,1509076009525,"Life in our universe would be impossible if any of a number of laws, constants, and initial conditions were changed even unimaginably slightly This implies the strong probability that the universe was created for the purpose of harboring life.",Teleological arguments support the existence of God.,20ad9052-cd26-413e-ac72-c346fde8ac97,1,5.6,"MSK<0> in MSK<1> would be impossible if any of a number of laws , constants , and initial conditions were changed even unimaginably slightly MSK<1> implies the strong probability that MSK<1> was created for the purpose of harboring MSK<0> . ",0
226,226,226,16173.55,1533654028450,,1533654028450,"Gender identity and various sexual orientations exist and, therefore, students will likely interact with those concepts and people for whom those concepts matter.",Children should learn about gender identity and sexual orientation in school.,7f17ee4b-8be1-48ca-94c8-857b8e12c36d,1,5.6,"Gender identity and various sexual orientations exist and , therefore , students will likely interact with those MSK<0> and people for whom those MSK<0> matter . ",0
227,227,227,1634.244,1479933371089,,1479933371089,"Because instituting welfare programs requires political capital and public goodwill, a majority of which will be used instituting a UBI, it is unlikely that the general public will be sympathetic towards additional welfare programs if a UBI is implemented.",Having a UBI could reduce the political will needed to stop other welfare programs from shrinking or being discontinued \(other programs that would be necessary alongside a UBI\).,a9458d75-38c5-49cd-87d3-871311de63ac,1,5.6,"Because MSK<0> MSK<2> requires political capital and MSK<3> goodwill , a majority of which will be used MSK<0> MSK<4> , it is unlikely that the general MSK<3> will be sympathetic towards additional MSK<2> if MSK<4> is implemented . ",0
228,228,228,2214.1784,1507278828624,,1507278828624,"While refugees continually suffer injustice, telling them you could be helping another way does not solve their problems. If they are searching for a home, and a country turns them away, that country is part of the problem.",Any responsibility that high-income countries have towards refugees can typically be discharged without taking them in.,5286c374-d038-4062-8734-65ac9774da16,-1,5.6,"While MSK<0> continually suffer injustice , telling MSK<0> you could be helping another way does not solve MSK<0> MSK<1> . If MSK<0> are searching for a home , and MSK<2> turns MSK<0> away , MSK<2> is part of the MSK<1> . ",0
