Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.1,Unnamed: 0,source_article,logical_fallacies,masked_articles,Unnamed: 0.2,is_fallacy 
237,237,237,57,57,The latest study from the United Nations Intergovernmental Panel on Climate Change found that in the previous 15 years temperatures had risen 0.09 degrees Fahrenheit . The average of all models expected 0.8 degrees . So we ’ re seeing about 90 % less temperature rise than expected .,['ad populum'],The latest study from the United Nations Intergovernmental Panel on Climate Change found that in the previous 15 years temperatures had risen 0.09 degrees Fahrenheit . The average of all models expected 0.8 degrees . So we ’ re seeing about 90 % less temperature rise than expected .,57.0,1
238,238,238,58,58,"We are often being told that we ’ re seeing more and more droughts , but a study published last March in the journal Nature actually shows a decrease in the world ’ s surface that has been afflicted by droughts since 1982 .",['intentional'],"We are often being told that we ’ re seeing more and more droughts , but a study published last March in the journal Nature actually shows a decrease in the world ’ s surface that has been afflicted by droughts since 1982 .",58.0,1
239,239,239,59,59,"Yet the trend for landfalling typhoons around the Philippines has actually declined since 1950 , according to a study published in 2012 by the American Meteorological Society ’ s Journal of Climate .",['fallacy of credibility'],"Yet the trend for landfalling typhoons around the Philippines has actually declined since 1950 , according to a study published in 2012 by the American Meteorological Society ’ s Journal of Climate .",59.0,1
240,240,240,60,60,"Yes , sea levels are rising , but the rise is not accelerating—if anything , two recent papers , one by Chinese scientists published in the January 2014 issue of Global and Planetary Change , and the other by U.S. scientists published in the May 2013 issue of Coastal Engineering , have shown a small decline in the rate of sea-level increase .",['fallacy of credibility'],"Yes , sea levels are rising , but the rise is not accelerating—if anything , two recent papers , one by Chinese scientists published in the January 2014 issue of Global and Planetary Change , and the other by U.S. scientists published in the May 2013 issue of Coastal Engineering , have shown a small decline in the rate of sea-level increase .",60.0,1
241,241,241,61,61,"If we adjust for population and wealth , hurricane damage during the period 1900-2013 decreased slightly .",['ad populum'],"If we adjust for population and wealth , hurricane damage during the period 1900-2013 decreased slightly .",61.0,1
242,242,242,62,62,Climate projections also assume that planet Earth is not dynamic and that a temporary terrestrial vertebrate on an evolving planet can change major planetary and extraterrestrial systems .,"['fallacy of relevance', 'intentional']",Climate projections also assume that planet Earth is not dynamic and that a temporary terrestrial vertebrate on an evolving planet can change major planetary and extraterrestrial systems .,62.0,1
243,243,243,63,63,"Even in our own lifetimes , there is no relationship between temperature and carbon dioxide emissions by ­humans , yet there is a very close relationship between solar activity and temperature .","['faulty generalization', 'false dilemma', 'intentional']","Even in our own lifetimes , there is no relationship between temperature and carbon dioxide emissions by ­humans , yet there is a very close relationship between solar activity and temperature .",63.0,1
244,244,244,64,64,"Do we really believe that one bellowing fan in a crowd of 85,000 at the MCG can completely change the course of a game ?","['fallacy of relevance', 'fallacy of logic', 'faulty generalization']","Do we really believe that one bellowing fan in a crowd of 85,000 at the MCG can completely change the course of a game ?",64.0,1
245,245,245,65,65,"Since the beginning of time , water vapour has been the main greenhouse gas and carbon dioxide has had a minuscule effect on global climate .","['fallacy of credibility', 'fallacy of logic']","Since the beginning of time , water vapour has been the main greenhouse gas and carbon dioxide has had a minuscule effect on global climate .",65.0,1
246,246,246,66,66,"In the past , the atmospheric carbon dioxide content has been orders of magnitude higher than now , yet there were ice ages .","['false causality', 'fallacy of logic']","In the past , the atmospheric carbon dioxide content has been orders of magnitude higher than now , yet there were ice ages .",66.0,1
247,247,247,67,67,Horticulturalists pump warm carbon dioxide into glasshouses to stimulate growth .,['fallacy of relevance'],Horticulturalists pump warm carbon dioxide into glasshouses to stimulate growth .,67.0,1
248,248,248,68,68,"Without carbon dioxide , there would be no complex life on earth .",['fallacy of relevance'],"Without carbon dioxide , there would be no complex life on earth .",68.0,1
249,249,249,69,69,"It is neither pollution nor a poison , and in the past the atmospheric carbon dioxide content has varied enormously .",['fallacy of credibility'],"It is neither pollution nor a poison , and in the past the atmospheric carbon dioxide content has varied enormously .",69.0,1
250,250,250,70,70,"As soon as the word emissions entered the language and became part of a religious ideology , electricity prices skyrocketed , electricity supply became more unreliable , subsidies for wind and solar energy went through the roof and employers and consumers had massive cost increases .","['ad hominem', 'false causality', 'faulty generalization']","As soon as the word emissions entered the language and became part of a religious ideology , electricity prices skyrocketed , electricity supply became more unreliable , subsidies for wind and solar energy went through the roof and employers and consumers had massive cost increases .",70.0,1
251,251,251,71,71,"Even if human-induced global warming could be shown , a reduction in Australian emissions , comprising 1.3 per cent of global annual emissions , is dwarfed by annual increases of 2 per cent globally and 4 per cent by China . Australia ’ s symbolic suicidal climate policy just makes everybody poorer .",['intentional'],"Even if human-induced global warming could be shown , a reduction in Australian emissions , comprising 1.3 per cent of global annual emissions , is dwarfed by annual increases of 2 per cent globally and 4 per cent by China . Australia ’ s symbolic suicidal climate policy just makes everybody poorer .",71.0,1
